TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
754.90732,0.0,,,359.5947294698674,,0.0,,-0.0,-1.0,0.4326472550605527,357.34229617112464,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05162215232849121,1.0,0.0,0.0,0.0,,0.4890962178681316,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.2582663129601,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.513652987537369,,,0.0,0.0,-0.06292950035604103,1.0,,,,0.0,,-11.482074732609851,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
754.914127,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.02000199999997676,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.232283464566846,,0.005950999999981832,
754.927307,0.0,,,1.8611902484898446,,0.0,,-0.0,-1.0,0.4326472550605527,0.7753832270129383,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05162215232849121,1.0,0.0,0.0,0.0,,0.49457686313350785,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.2665084680393,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.513652987537369,,,0.0,0.0,-0.06577305598335352,1.0,,,,0.0,,-11.482074732609851,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
754.933039,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.019987000000014632,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.232283464566846,,0.007086999999955879,
754.927307,,,,,,,,,,,,,0.0,,,,,,,,,,,117.21718392857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754.950928,0.0,,,355.4815532843053,,0.0,,-0.0,-1.0,0.4326472550605527,4.569901159475625,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05162215232849121,1.0,0.0,0.0,0.0,,0.48980229355804,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.2763055068303,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.513652987537369,,,0.0,0.0,-0.09579089436856528,1.0,,,,0.0,,-11.482074732609851,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
754.959256,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,5.875,1.0,,,,,,0.02362099999993461,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.271653543307004,,0.006011999999941509,
754.967435,0.0,,,5.168843329742583,,0.0,,-0.0,-1.0,0.4326472550605527,357.17847552237293,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05162215232849121,1.0,0.0,0.0,0.0,,0.49704172158108834,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.2848155345227,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.513652987537369,,,0.0,0.0,-0.1181529488729505,1.0,,,,0.0,,-11.482074732609851,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
754.972926,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,5.875,1.0,,,,,,0.0165070000000469,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.271653543307004,,0.008620000000064465,
754.975475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.15,,,,,10.875,,,,,,,,,11.9579541015625,,-1.0,,,,,,,,,,,,129.0,,,,,,,,,0.40696391463279724,,0.0,,,0.0,0.0,,,,,,,,
754.987322,0.0,,,1.3606842228561196,,0.0,,-0.0,-1.0,0.4326472550605527,2.0160549907866514,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.49861516120348953,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.2969664348645,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.09845034587909866,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
754.993185,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,5.875,1.0,,,,,,0.019886999999926047,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.212598425196767,,0.005904999999984284,
755.007281,0.0,,,8.165793999753431,,0.0,,-0.0,-1.0,0.4326472550605527,359.7978087354793,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5239530283852626,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3046950225569,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.0945208330351061,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.013059,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,5.875,1.0,,,,,,0.019959000000085325,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.173228346456607,,0.006454000000076121,
755.027198,0.0,,,359.36715639071497,,0.0,,-0.0,-1.0,0.4326472550605527,359.9578112033414,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5119430557306381,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3094202176362,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.07852731016349998,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.033338,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,5.875,1.0,,,,,,0.01991699999996399,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.232283464566844,,0.006056999999941581,
755.047311,0.0,,,2.891058098631364,,0.0,,-0.0,-1.0,0.4326472550605527,354.0326260974237,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5293202003026051,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3141453074534,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.08524230413592232,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.052864,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,5.875,1.0,,,,,,0.020113000000037573,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.291338582677081,,0.006429000000025553,
755.067274,0.0,,,1.4451516451218587,,0.0,,-0.0,-1.0,0.4326472550605527,350.6462947893744,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5309262545692509,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.325055988064,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.09921775882413345,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.072801,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.01996299999996154,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.232283464566844,,0.005844999999908396,
755.067274,,,,,,,,,,,,,0.0,,,,,,,,,,,117.01901785714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755.087281,0.0,,,353.28589736271977,,0.0,,-0.0,-1.0,0.4326472550605527,355.97744808998317,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5197897137454905,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.333565535756,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.11168616892698148,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.092582,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.020006999999964137,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.232283464566844,,0.005819999999971515,
755.107282,0.0,,,0.20122133231357664,,0.0,,-0.0,-1.0,0.4326472550605527,4.128600733570448,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5354071691707315,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3447399560982,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.0984781796326276,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.114301,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.020001000000092972,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.271653543307004,,0.005819000000087726,
755.125951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.15,,,,,11.25,,,,,,,,,11.93282421875,,-1.0,,,,,,,,,,,,242.0,,,,,,,,,0.40925583243370056,,0.0,,,0.0,0.0,,,,,,,,
755.127287,0.0,,,1.5173605048731003,,0.0,,-0.0,-1.0,0.4326472550605527,1.213837314028738,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5338464409762849,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3497104859148,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.10165780966281344,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.132843,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.020004999999969186,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.251968503936926,,0.007300999999984015,
755.127287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,,,,,,,,,,,,,,,,,,,,,,,,83.00706129807692,,,,,,,,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755.147224,0.0,,,355.5007346811994,,0.0,,-0.0,-1.0,0.4326472550605527,355.9861133903252,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5283606975957534,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.355657320994,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.11773547248829848,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.152656,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,0.019937000000027183,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.212598425196767,,0.005833999999936168,
755.167286,0.0,,,4.311778404029248,,0.0,,-0.0,-1.0,0.4326472550605527,359.23074292153024,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04985809326171875,1.0,0.0,0.0,0.0,,0.5250726057308573,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3638828668672,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.590434349481399,,,0.0,0.0,-0.13319320215080477,1.0,,,,0.0,,-11.437954697560844,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.184585,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,0.020061999999938962,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.251968503936924,,0.005719999999996617,
755.187254,0.0,,,10.802531790931653,,0.0,,-0.0,-1.0,0.4326472550605527,8.430393318048168,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049933433532714844,1.0,0.0,0.0,0.0,,0.5272361694332433,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.373760469297,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.531322068631527,,,0.0,0.0,-0.12228866586550573,1.0,,,,0.0,,-11.422955212554246,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.192599,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,0.019968000000062602,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.33070866141724,,0.017594000000030974,
755.2071800000001,0.0,,,7.546127336049292,,0.0,,-0.0,-1.0,0.4326472550605527,2.1835131842958453,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049933433532714844,1.0,0.0,0.0,0.0,,0.5280073116946792,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3804863443763,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.531322068631527,,,0.0,0.0,-0.09632240125490697,1.0,,,,0.0,,-11.422955212554246,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.212831,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,0.01992599999994127,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.33070866141724,,0.005614999999920656,
755.227193,0.0,,,358.71480300310805,,0.0,,-0.0,-1.0,0.4326472550605527,2.4424090111580226,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049933433532714844,1.0,0.0,0.0,0.0,,0.5246281951412806,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.3862373794555,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.531322068631527,,,0.0,0.0,-0.08680789931470119,1.0,,,,0.0,,-11.422955212554246,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.232822,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,0.020013000000062675,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.311023622047163,,0.005943999999999505,
755.227193,,,,,,,,,,,,,0.0,,,,,,,,,,,116.82085178571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755.2471699999999,0.0,,,5.458281470684552,,0.0,,-0.0,-1.0,0.4326472550605527,352.13257528309276,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049933433532714844,1.0,0.0,0.0,0.0,,0.5064509614770037,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.393551309272,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.531322068631527,,,0.0,0.0,-0.1180372869155589,1.0,,,,0.0,,-11.422955212554246,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.25281,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,0.019976999999926193,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.212598425196768,,0.005921999999941363,
755.267245,0.0,,,359.87401107650663,,0.0,,-0.0,-1.0,0.4326472550605527,5.509997308617603,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049933433532714844,1.0,0.0,0.0,0.0,,0.5004429759226366,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.4037473338265,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.531322068631527,,,0.0,0.0,-0.10845870101228776,1.0,,,,0.0,,-11.422955212554246,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.272995,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.020075000000019827,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.212598425196768,,0.005911999999966611,
755.27643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.15,,,,,11.25,,,,,,,,,11.951671630859375,,-1.0,,,,,,,,,,,,444.0,,,,,,,,,0.40834036469459534,,0.0,,,0.0,0.0,,,,,,,,
755.287314,0.0,,,3.538352576321868,,0.0,,-0.0,-1.0,0.4326472550605527,1.1929887248242395,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049933433532714844,1.0,0.0,0.0,0.0,,0.49211559635106567,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1714.4141389289057,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.531322068631527,,,0.0,0.0,-0.12202229312452323,1.0,,,,0.0,,-11.422955212554246,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
755.292966,,0.0,0.4326472550605527,,1.0,,0.0,,,,,,,,,0.0,1.0,5.125,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,6.125,1.0,,,,,,0.020069000000034976,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,0.4326472550605527,0.25,,,1.0,,,,,,,,,0.0,9.251968503936926,,0.006033999999999651,
